"keyword","text","retweet_count","favourites_count","created_at","user_name"
"news","RT @malaysiakini: Cops monitoring tahfiz schools to stop spread of IS ideology https://t.co/v1hJJsx4qf https://t.co/fI90ACh5sI",0,695,"2018-10-09T13:20:46.000Z","mello wello"
"news","Not a great day on the #A14. A crash involving a lorry and a broken down vehicle are causing delays https://t.co/BaYFl89lMj",0,629,"2018-10-09T13:20:45.000Z","Cambridgeshire Live"
"news","RT @eaglestarreview: Vote on Northern Onondaga Public Library (NOPL)'s budget tomorrow: https://t.co/LIOQv4WLYM",0,614,"2018-10-09T13:20:46.000Z","NOPL"
"news","The latest Top Telecom News! https://t.co/HWeTk9kwIJ Thanks to @TheZubaidi @bryanmwolfe @CienaBluePlanet #telecom #technology",0,608,"2018-10-09T13:20:42.000Z","iSay"
"news","Messaging Upstart Touted as WeChat Rival Wiped From Apple Store https://t.co/d5tvcnZu8Q via @technology",0,582,"2018-10-09T13:20:42.000Z","Roger Yu"
"news","Congrats to Robert Cyrus for growing the heaviest pumpkin at the West  Virginia Pumpkin Festival. It came in at a w… https://t.co/7SI6yeozEC",0,439,"2018-10-09T13:20:42.000Z","WV Dept. of Ag"
"news","RT @scottsamsnews: KFWS - #txwx 8:18 Radar Loop @KRLD Morning News Traffic &amp; Wx Together On the 8s! https://t.co/qpNaJbgPT8",0,436,"2018-10-09T13:20:50.000Z","1080 KRLD"
"news","RT @Flipkart: Listen to @imVkohli... he's got BIG news for bestselling smartphones. Tough decisions made easy because #BigBillionDaysAreBac…",0,313,"2018-10-09T13:20:47.000Z","Diya"
"news","RT @SheriffClarke: These two are like an infestation of carpenter ants. They are proving impossible to get rid of. Somebody tell them the c…",0,248,"2018-10-09T13:20:45.000Z","Pete Butkovich"
"news","Tuesday October 9 - Huffington Post The Morning Email:    Trump falsely claims Brett Kavanaugh “proven innocent”;… https://t.co/KWYCylYdfc",0,242,"2018-10-09T13:20:42.000Z","David Thomas Sutton"
"news","However you decide to vote, it's important that you do!  Read the article by @KCRG to find out how you can vote ear… https://t.co/SNDl9AzHf3",0,241,"2018-10-09T13:20:50.000Z","RSH Legal"
"news","RT @GSarafan: Trump's tariffs have already cost Ford $1B; now it's planning layoffs. So much winning that I'm sick of winning.  https://t.c…",0,231,"2018-10-09T13:20:46.000Z","Marc Dylan"
"news","Pledge to fight period poverty in Brighton and Hove schools https://t.co/mZGj2lzZ3g",0,205,"2018-10-09T13:20:49.000Z","SoropsInYork"
"news","""You're always looking for innovative ideas and things that you look at to continue to grow.""

More on the Arkansas… https://t.co/zUPtgtOx9v",0,191,"2018-10-09T13:20:45.000Z","WholeHogSports.com"
"news","RT @anachatterjee: #metoo, in India, has become an important, empowering movement. However, fake news &amp; unsubstantiated allegations can hug…",0,108,"2018-10-09T13:20:44.000Z","Akanksha Kapoor"
"news","Hold unbiased probe into sexual harassment cases: Editors Guild tells media organisations
https://t.co/TMnqpj8oSa",0,103,"2018-10-09T13:20:49.000Z","Financial Express"
"news","Finance Minister Paschal Donohoe has completed his #Budget19 speech, follow the action here https://t.co/oPNn1d5e6j",0,102,"2018-10-09T13:20:46.000Z","Extra.ie"
"news","Hallelujah!! Bring 🍁 on!! ☺️",0,68,"2018-10-09T13:20:48.000Z","Dawn Long"
"news","RT @TrueNicoleMarie: @mccann_sam spoke up and fought for the the Quincy home Veterans. He demanded @BruceRauner and @IDPH for IMMEDIATE ACT…",0,66,"2018-10-09T13:20:48.000Z","Aaron Merreighn 4 Lt. Governor"
"news","Thai officials will conduct blockchain feasibility studies, aiming to apply the technology for digital IDs, smart c… https://t.co/mOtoo3EVgM",0,36,"2018-10-09T13:20:45.000Z","StakingPools"
"news","Investors are increasingly recognizing @SCRDAlliance Great news!",0,34,"2018-10-09T13:20:44.000Z","John A O'Toole, CEcD"
"news","RT @MirrorPolitics: Hillary Clinton blasts Theresa May for siding with far-right Hungarian leader
https://t.co/piCI9uujKP https://t.co/QEOG…",0,14,"2018-10-09T13:20:42.000Z","Andrey Schubert"
"news","Crane Mounted On A Farm Tractor | Crane Plus https://t.co/1MlDGY4j2H",0,11,"2018-10-09T13:20:48.000Z","Crane Plus"
"news","@anjanaomkashyap @aajtak @ZeeNews @abpnewshindi my concern is abt the #MeeToo movement all the media houses showing… https://t.co/ITIWjY6w0H",0,9,"2018-10-09T13:20:47.000Z","ANKIT AGARWAL"
"news","Don't Listen  https://t.co/TixweAb5hX",0,8,"2018-10-09T13:20:42.000Z","Teophiel Oriteo Weston"
"news","RT @WFPBC: The Nobel Peace Prize has been awarded to Denis Mukwege and Nadia Murad ""for their efforts to end the use of sexual violence as…",0,2,"2018-10-09T13:20:50.000Z","Bob Morency"
"news","https://t.co/TyONDk1GS6 Iraqis invited to apply online for ministerial posts Prime Minister-designate Ad… https://t.co/4RbZq4YoAL",0,1,"2018-10-09T13:20:47.000Z","Zen-site"
"news","The latest A380 Airbus News! https://t.co/wM4pRTv3YS Thanks to @ponteaereabr @GulfBusiness @DinooMarino #a380 #airbus",0,1,"2018-10-09T13:20:48.000Z","A380Airbus.com"
"news","@null NHS managers 'used names of U2 members in £1.4m fraud' NHS managers are accused   https://t.co/qljnL6Gvto",0,0,"2018-10-09T13:20:41.000Z","Avril"
"news","@BorisJohnson @ZacGoldsmith All you be one all you talk show you seen every Twitter and all you show on tv on news… https://t.co/l8WCjNtlWK",0,0,"2018-10-09T13:20:41.000Z","Kardo07903204921"
